,Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Strength,Ingredient Total
771,331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52,2326.0
772,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.0,2354.0
773,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42,2354.0
774,382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,2463.0
775,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44,2345.0
776,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16,2347.0
777,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84,2347.0
778,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8,2318.0
779,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.18,2318.0
780,238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54,2330.0
781,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2,2338.0
782,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.65,2338.0
783,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39,2338.0
784,331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52,2227.0
785,331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,16.26,2326.0
786,331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,31.45,2326.0
787,331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.23,2326.0
788,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.13,2394.0
789,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72,2394.0
790,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49,2394.0
791,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05,2394.0
792,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13,2394.0
793,302.0,0.0,0.0,203.0,0.0,974.0,817.0,14,18.13,2296.0
794,302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74,2296.0
795,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92,2452.0
796,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,47.22,2438.0
797,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04,2438.0
798,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.16,2438.0
799,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64,2451.0
800,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71,2332.0
801,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,2332.0
802,339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65,2338.0
803,393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11,2283.0
804,393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.58,2283.0
805,393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,48.79,2283.0
806,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.0,2353.0
807,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.42,2353.0
808,252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,2333.0
809,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,2332.0
810,310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.99,2322.0
811,310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92,2322.0
812,310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,34.68,2322.0
813,310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.33,2322.0
814,310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11,2322.0
815,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,33.8,2452.0
816,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42,2452.0
817,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4,2452.0
818,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94,2452.0
819,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78,2452.0
820,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11,2452.0
821,322.0,0.0,0.0,203.0,0.0,974.0,800.0,14,20.77,2299.0
822,322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,25.18,2299.0
823,322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59,2299.0
824,302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,21.75,2296.0
825,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.09,2356.0
826,480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39,2329.0
827,522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51,2460.0
828,522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.99,2460.0
829,273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17,2263.0
830,162.0,190.0,148.0,179.0,19.0,838.0,741.0,28,33.76,2277.0
831,154.0,144.0,112.0,220.0,10.0,923.0,658.0,28,16.5,2221.0
832,147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.99,2251.0
833,152.0,178.0,139.0,168.0,18.0,944.0,695.0,28,36.35,2294.0
834,310.0,143.0,111.0,168.0,22.0,914.0,651.0,28,33.69,2319.0
835,144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42,2282.0
836,304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42,2281.0
837,374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05,2314.0
838,159.0,149.0,116.0,175.0,15.0,953.0,720.0,28,27.68,2287.0
839,153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,26.86,2284.0
840,310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.3,2349.0
841,305.0,0.0,100.0,196.0,10.0,959.0,705.0,28,30.12,2275.0
842,151.0,0.0,184.0,167.0,12.0,991.0,772.0,28,15.57,2277.0
843,142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61,2292.0
844,298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52,2282.0
845,321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21,2324.0
846,366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91,2332.0
847,280.0,129.0,100.0,172.0,9.0,825.0,805.0,28,52.82,2320.0
848,252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,33.4,2283.0
849,165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03,2261.0
850,156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36,2310.0
851,160.0,188.0,146.0,203.0,11.0,829.0,710.0,28,32.84,2247.0
852,298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.64,2291.0
853,318.0,0.0,126.0,210.0,6.0,861.0,737.0,28,40.06,2258.0
854,287.0,121.0,94.0,188.0,9.0,904.0,696.0,28,41.94,2299.0
855,326.0,166.0,0.0,174.0,9.0,882.0,790.0,28,61.23,2347.0
856,356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87,2281.0
857,132.0,207.0,161.0,179.0,5.0,867.0,736.0,28,33.3,2287.0
858,322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42,2325.0
859,164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09,2253.0
860,314.0,0.0,113.0,170.0,10.0,925.0,783.0,28,38.46,2315.0
861,321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.26,2292.0
862,140.0,164.0,128.0,237.0,6.0,869.0,656.0,28,35.23,2200.0
863,288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.13,2330.0
864,298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87,2250.0
865,265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54,2286.0
866,160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45,2327.0
867,166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91,2308.0
868,276.0,116.0,90.0,180.0,9.0,870.0,768.0,28,44.28,2309.0
869,322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.18,2275.0
870,149.0,139.0,109.0,193.0,6.0,892.0,780.0,28,23.69,2268.0
871,159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76,2312.0
872,261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4,2274.0
873,237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,28.63,2201.0
874,313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,36.8,2303.0
875,155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28,2284.0
876,146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06,2280.0
877,296.0,0.0,107.0,221.0,11.0,819.0,778.0,28,31.42,2232.0
878,133.0,210.0,0.0,196.0,3.0,949.0,795.0,28,31.03,2286.0
879,313.0,145.0,0.0,178.0,8.0,867.0,824.0,28,44.39,2335.0
880,152.0,0.0,112.0,184.0,8.0,992.0,816.0,28,12.18,2264.0
881,153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,25.56,2288.0
882,140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.44,2252.0
883,149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96,2314.0
884,300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84,2248.0
885,153.0,145.0,113.0,178.0,8.0,867.0,824.0,28,26.23,2288.0
886,148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95,2291.0
887,326.0,0.0,138.0,199.0,11.0,801.0,792.0,28,40.68,2267.0
888,153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,19.01,2306.0
889,262.0,111.0,86.0,195.0,5.0,895.0,733.0,28,33.72,2287.0
890,158.0,0.0,195.0,220.0,11.0,898.0,713.0,28,8.54,2195.0
891,151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28,13.46,2271.0
892,273.0,0.0,90.0,199.0,11.0,931.0,762.0,28,32.24,2266.0
893,149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,23.52,2282.0
894,143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,29.72,2264.0
895,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77,2319.0
896,313.0,161.0,0.0,178.0,10.0,917.0,759.0,28,52.44,2338.0
897,284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93,2343.0
898,336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86,2324.0
899,145.0,0.0,134.0,181.0,11.0,979.0,812.0,28,13.2,2262.0
900,150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43,2317.0
901,144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.87,2266.0
902,331.0,170.0,0.0,195.0,8.0,811.0,802.0,28,56.61,2317.0
903,155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.46,2244.0
904,155.0,183.0,0.0,193.0,9.0,877.0,868.0,28,23.79,2285.0
905,135.0,0.0,166.0,180.0,10.0,961.0,805.0,28,13.29,2257.0
906,266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.42,2308.0
907,314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.23,2318.0
908,313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28,44.52,2415.0
909,146.0,173.0,0.0,182.0,3.0,986.0,817.0,28,23.74,2307.0
910,144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,26.14,2286.0
911,148.0,0.0,182.0,181.0,15.0,839.0,884.0,28,15.52,2249.0
912,277.0,117.0,91.0,191.0,7.0,946.0,666.0,28,43.57,2295.0
913,298.0,0.0,107.0,164.0,13.0,953.0,784.0,28,35.86,2319.0
914,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,41.05,2335.0
915,155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.99,2264.0
916,289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24,2308.0
917,148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.92,2324.0
918,145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.54,2227.0
919,313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28,25.1,2321.0
920,136.0,162.0,126.0,172.0,10.0,923.0,764.0,28,29.07,2293.0
921,155.0,0.0,143.0,193.0,9.0,877.0,868.0,28,9.74,2245.0
922,255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.8,2294.0
923,162.0,207.0,172.0,216.0,10.0,822.0,638.0,28,39.84,2227.0
924,136.0,196.0,98.0,199.0,6.0,847.0,783.0,28,26.97,2265.0
925,164.0,163.0,128.0,197.0,8.0,961.0,641.0,28,27.23,2262.0
926,162.0,214.0,164.0,202.0,10.0,820.0,680.0,28,30.65,2252.0
927,157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05,2255.0
928,149.0,153.0,194.0,192.0,8.0,935.0,623.0,28,24.58,2254.0
929,135.0,105.0,193.0,196.0,6.0,965.0,643.0,28,21.91,2243.0
930,159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.88,2254.0
931,144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.34,2266.0
932,154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.34,2205.0
933,167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.89,2275.0
934,184.0,86.0,190.0,213.0,6.0,923.0,623.0,28,22.93,2225.0
935,156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41,2217.0
936,236.9,91.7,71.5,246.9,6.0,852.9,695.4,28,28.63,2201.3
937,313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28,36.8,2303.3999999999996
938,154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,18.29,2284.7
939,145.9,230.5,0.0,202.5,3.4,827.0,871.8,28,32.72,2281.1
940,296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.42,2232.2000000000003
941,133.1,210.2,0.0,195.7,3.1,949.4,795.3,28,28.94,2286.8
942,313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93,2336.0
943,151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.18,2263.7
944,153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56,2288.2
945,139.9,132.6,103.3,200.3,7.4,916.0,753.4,28,36.44,2252.9
946,149.5,236.0,0.0,175.8,12.6,846.8,892.7,28,32.96,2313.3999999999996
947,299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84,2246.8
948,153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23,2288.8
949,148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28,17.96,2290.7999999999997
950,326.5,0.0,137.9,199.0,10.8,801.1,792.5,28,38.63,2267.8
951,152.7,144.7,0.0,178.1,8.0,999.7,822.2,28,19.01,2305.4
952,261.9,110.5,86.1,195.4,5.0,895.2,732.6,28,33.72,2286.7
953,158.4,0.0,194.9,219.7,11.0,897.7,712.9,28,8.54,2194.6
954,150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28,13.46,2270.8
955,272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25,2265.0
956,149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52,2282.0
957,143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73,2265.1
958,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77,2318.5
959,312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45,2336.7
960,284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,40.93,2343.8
961,336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.87,2324.3999999999996
962,144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.2,2261.3
963,150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,37.43,2316.6
964,143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87,2266.0
965,330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62,2316.3999999999996
966,154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.46,2244.1000000000004
967,154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.79,2285.5
968,134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29,2256.5
969,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42,2308.5
970,314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.23,2318.7
971,312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52,2414.6000000000004
972,145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.74,2306.2
973,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15,2287.7
974,148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53,2249.8
975,277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.58,2294.5
976,298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.87,2319.2
977,313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,41.05,2335.3999999999996
978,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99,2263.4
979,289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.25,2307.3
980,147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92,2324.8
981,145.4,0.0,178.9,201.7,7.8,824.0,868.7,28,10.54,2226.5
982,312.7,0.0,0.0,178.1,8.0,999.7,822.2,28,25.1,2320.7
983,136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07,2292.8
984,154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74,2244.9
985,255.3,98.8,77.0,188.6,6.5,919.0,749.3,28,33.8,2294.5
986,272.8,105.1,81.8,209.7,9.0,904.0,679.7,28,37.17,2262.1000000000004
987,162.0,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76,2277.3
988,153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5,2221.4
989,146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.99,2250.6
990,151.8,178.1,138.7,167.5,18.3,944.0,694.6,28,36.35,2293.0
991,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.22,2318.9
992,143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42,2282.0
993,303.6,139.9,0.0,213.5,6.2,895.5,722.5,28,33.42,2281.2
994,374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.06,2314.8
995,158.6,148.9,116.0,175.1,15.0,953.3,719.7,28,27.68,2286.6000000000004
996,152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28,26.86,2283.2999999999997
997,310.0,142.8,0.0,167.9,10.0,914.3,804.0,28,45.3,2349.0
998,304.8,0.0,99.6,196.0,9.8,959.4,705.2,28,30.12,2274.8
999,150.9,0.0,183.9,166.6,11.6,991.2,772.2,28,15.57,2276.4
1000,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61,2290.5
1001,297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52,2282.8999999999996
1002,321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22,2324.6
1003,366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91,2332.1
1004,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83,2321.0
1005,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.4,2283.7999999999997
1006,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.03,2260.5
1007,155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.36,2309.8
1008,160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.31,2247.5
1009,298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64,2291.8
1010,317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06,2256.9
1011,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8,2298.8
1012,325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24,2346.5
1013,355.9,0.0,141.6,193.3,11.0,801.4,778.4,28,40.87,2281.6
1014,132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31,2286.2999999999997
1015,322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.43,2325.9
1016,164.2,0.0,200.1,181.2,12.6,849.3,846.0,28,15.09,2253.4
1017,313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46,2314.6
1018,321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27,2293.1000000000004
1019,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23,2198.0
1020,288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14,2331.2
1021,298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,31.88,2249.8
1022,264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54,2286.4
1023,159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.46,2327.9
1024,166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.92,2307.2
1025,276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28,2309.6
1026,322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18,2275.5
1027,148.5,139.4,108.6,192.7,6.1,892.4,780.0,28,23.7,2267.7
1028,159.1,186.7,0.0,175.6,11.3,989.6,788.9,28,32.77,2311.2
1029,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4,2274.9
